File Path,Label,Energy,Peak Amplitude,Zero-Crossing Rate,RMS,Temporal Centroid
all_sounds\fr-CA_Comment allez-vous__fr-CA_LouiseV3Voice.wav,1,0.011251468410739651,0.5179138,0.13305194805194806,0.10607294,0.4503296565658564
all_sounds\de-DE_Was gibt’s__de-DE_ErikaV3Voice.wav,1,0.003276786804199219,0.5812988,0.5198601398601399,0.057243224,0.34559125628304405
all_sounds\en-US_Good evening_en-US_AllisonExpressive.wav,1,0.014520680726464116,0.56674194,0.07649253731343283,0.12050179,0.35983909890840704
all_sounds\fr-CA_Bonjour_fr-CA_LouiseV3Voice.wav,1,0.00596877758536441,0.2965088,0.1631189948263119,0.077257864,0.3603809198265813
all_another_words_sounds\en-US_The game was intense!_en-US_MichaelVoice.wav,0,0.00719146113225442,0.49905396,0.1717894624402489,0.084802486,0.5429525150978465
all_another_words_sounds\en-GB_It's raining cats and dogs._en-GB_CharlotteV3Voice.wav,0,0.006390767050664546,0.47039795,0.3559539052496799,0.07994227,0.7835290542548448
all_another_words_sounds\de-DE_Wie war dein Tag_ _de-DE_BirgitV3Voice.wav,0,0.010534326746990607,0.6520996,0.1650962176509622,0.102636866,0.3905971458721309
all_another_words_sounds\de-DE_Lass uns einen Spaziergang machen._de-DE_BirgitV2Voice.wav,0,0.010833015689602146,0.6011963,0.2622362012987013,0.10408177,0.840976360088226
all_sounds\de-DE_Servus_de-DE_BirgitVoice.wav,1,0.010067260053007654,0.7593994,0.26377521992209724,0.10033574,0.26036114804581245
all_another_words_sounds\en-US_Are you ready for the meeting__en-US_EmilyV3Voice.wav,0,0.007492655203473059,0.46002197,0.1345574954846478,0.08656012,0.5135456887671123
all_sounds\pt-BR_Como vai__pt-BR_IsabelaVoice.wav,1,0.03216959724327634,0.8182678,0.08139407844422594,0.17935885,0.4438179339161206
all_another_words_sounds\en-AU_Let's grab a coffee._en-AU_HeidiExpressive.wav,0,0.02481326410325907,0.9364929,0.239208156779661,0.15752226,0.6196747812609281
all_another_words_sounds\en-US_Let's meet for lunch._en-US_AllisonVoice.wav,0,0.00767863737000719,0.5829773,0.26133134707164335,0.087627836,0.6020254893741306
all_sounds\en-US_How’s it going__en-US_MichaelVoice.wav,1,0.006125605932187194,0.6916199,0.08998043052837573,0.07826625,0.3363966719157164
all_another_words_sounds\pt-BR_Qual é o plano para o jantar_ _pt-BR_IsabelaVoice.wav,0,0.02094217446034439,0.83987427,0.1021950958346718,0.14471412,0.7642993314242755
"all_sounds\es-US_Hola, ¿cómo te va__es-US_SofiaVoice.wav",1,0.022229426351467272,0.6196289,0.05042318878468024,0.14909536,0.46965937993042267
all_sounds\fr-CA_Salut_fr-CA_LouiseV3Voice.wav,1,0.005197876719184925,0.51361084,0.3015610651974288,0.0720963,0.2967419187062405
all_another_words_sounds\fr-FR_Le match était intense. _fr-FR_ReneeVoice.wav,0,0.013627398185912009,0.6223755,0.2428860519149574,0.11673645,0.5835617823422256
all_sounds\pt-BR_Olá_pt-BR_IsabelaV3Voice.wav,1,0.008413804267063613,0.52423096,0.07190082644628099,0.091726795,0.21712703589092366
all_sounds\de-DE_Hi_de-DE_BirgitV3Voice.wav,1,0.005431720358348576,0.27520752,0.25510585305105854,0.073700204,0.21506682738303817
all_sounds\en-US_How’s it going__en-US_EmilyV3Voice.wav,1,0.009897785358600789,0.76782227,0.15094185094185095,0.09948761,0.327391932393812
all_sounds\fr-FR_Comment ça va__fr-FR_ReneeVoice.wav,1,0.015318265968144652,0.7175293,0.14474184472663676,0.12376698,0.35264922708133284
all_another_words_sounds\it-IT_Che tempo fa oggi_ _it-IT_FrancescaV3Voice.wav,0,0.005346991370957842,0.37503052,0.17469135802469135,0.07312313,0.6120933828203852
all_sounds\en-US_What’s up__en-US_MichaelVoice.wav,1,0.006476778926462417,0.671051,0.11547754729883747,0.08047844,0.2679088765790355
all_sounds\en-GB_Hi_en-GB_KateVoice.wav,1,0.04131408455186285,0.99975586,0.0635959673180754,0.20325866,0.2281450867814746
all_another_words_sounds\ja-JP_昼ご飯は何を食べますか__ja-JP_EmiVoice.wav,0,0.04695344317825815,0.83169556,0.17120579225842383,0.21668743,0.9096079676356557
all_sounds\en-US_Good afternoon_en-US_AllisonVoice.wav,1,0.012646233464598028,0.745636,0.09090633892353332,0.11245547,0.5032776643606667
all_another_words_sounds\nl-NL_Ik lees momenteel een boek._nl-NL_MerelV3Voice.wav,0,0.014567397687605779,0.5516052,0.0820357833655706,0.12069547,0.6939376715847839
all_sounds\ko-KR_안녕하세요_ko-KR_JinV3Voice.wav,1,0.0026309420945377806,0.18759155,0.19639498432601882,0.05129271,0.3833300770409297
all_sounds\it-IT_Buonanotte_it-IT_FrancescaV3Voice.wav,1,0.0049806640625,0.34088135,0.11938181818181819,0.07057382,0.3852200604469396
all_another_words_sounds\en-AU_What's on the telly tonight__en-AU_JackExpressive.wav,0,0.03792259693145752,0.93362427,0.2789388020833333,0.19473726,0.6674201995922837
all_sounds\de-DE_Guten Morgen_de-DE_BirgitV3Voice.wav,1,0.013902072248787716,0.59143066,0.1335423197492163,0.11790705,0.36154147169136047
all_another_words_sounds\it-IT_Prendiamo un caffè_ _it-IT_FrancescaV3Voice.wav,0,0.007303768009334416,0.46969604,0.19802371541501976,0.085462086,0.5863639187689804
all_another_words_sounds\ko-KR_저녁은 집에서 먹자._ko-KR_JinV3Voice.wav,0,0.0017472556721080433,0.24746704,0.21884090909090909,0.041800186,0.6098388180491034
all_sounds\en-US_Yo_en-US_KevinV3Voice.wav,1,0.0018848072398792613,0.2819214,0.11755915317559153,0.043414366,0.1496345581907546
all_sounds\ja-JP_おはようございます_ja-JP_EmiV3Voice.wav,1,0.017139713435978084,0.6390686,0.2729350649350649,0.13091873,0.6146459690747258
all_another_words_sounds\de-DE_Ich brauche einen Kaffee._de-DE_BirgitVoice.wav,0,0.016566172330256316,0.780365,0.1569143160485486,0.12870964,0.6944040995711762
all_another_words_sounds\nl-NL_Wat eten we vanavond__nl-NL_MerelV3Voice.wav,0,0.009125088444153032,0.5852661,0.18943044906900328,0.09552533,0.5814333239869091
all_sounds\en-US_Good evening_en-US_EmmaExpressive.wav,1,0.0044790118932724,0.30551147,0.09557291666666666,0.06692542,0.29000588159654783
all_sounds\it-IT_Buonanotte_it-IT_FrancescaV2Voice.wav,1,0.0049806640625,0.34088135,0.11938181818181819,0.07057382,0.3852200604469396
all_sounds\en-US_What’s up__en-US_EmmaExpressive.wav,1,0.007553774213034009,0.49874878,0.22234623015873015,0.08691245,0.35139752257397305
all_another_words_sounds\en-US_Are you ready for the meeting__en-US_AllisonVoice.wav,0,0.012382216039040153,0.46588135,0.10220121875388634,0.111275405,0.677192480403161
all_another_words_sounds\en-US_I'm working from home._en-US_AllisonVoice.wav,0,0.010736778743832127,0.7102356,0.1142300090807115,0.10361843,0.5794955962077408
all_another_words_sounds\ko-KR_책을 읽고 있어요._ko-KR_JinV3Voice.wav,0,0.0013178565285422584,0.17990112,0.19417450365726227,0.036302295,0.5237924545127537
all_sounds\es-US_Qué tal__es-US_SofiaVoice.wav,1,0.008963783330555204,0.5677185,0.06284612341772151,0.09467726,0.2633226297600098
all_sounds\ja-JP_おやすみなさい_ja-JP_EmiVoice.wav,1,0.05703301795691485,0.82888794,0.2826036290993841,0.23881586,0.4424896315177909
all_sounds\en-US_Hi_en-US_AllisonExpressive.wav,1,0.004690469931001248,0.34976196,0.16788383152173914,0.068487,0.2684790854266571
all_sounds\de-DE_Hallo_de-DE_DieterV3Voice.wav,1,0.004024788827607126,0.39846802,0.1104978354978355,0.063441224,0.2392142266530382
all_another_words_sounds\en-GB_I'm off to the shops._en-GB_KateVoice.wav,0,0.02054450193010644,0.9187317,0.2776370064820271,0.14333352,0.4272995085731054
all_sounds\ko-KR_좋은 아침_ko-KR_JinV3Voice.wav,1,0.002140794983659974,0.22085571,0.3245085995085995,0.046268724,0.3494145039416154
all_sounds\ja-JP_お疲れ様です_ja-JP_EmiVoice.wav,1,0.029787318074180502,0.8479004,0.32490421455938695,0.17259003,0.6230358137515258
all_another_words_sounds\en-US_Have you seen the latest movie__en-US_AllisonVoice.wav,0,0.009988223463973739,0.50476074,0.21911169393922117,0.0999411,1.066294890441272
all_sounds\ja-JP_どうも_ja-JP_EmiV3Voice.wav,1,0.018654641337778378,0.6788025,0.09435736677115987,0.13658199,0.22494839112495948
all_another_words_sounds\en-AU_Did you catch the footy__en-AU_JackExpressive.wav,0,0.03056401435774986,0.9347534,0.2873263888888889,0.17482567,0.5138421844642396
all_another_words_sounds\en-US_I’m going for a run._en-US_AllisonExpressive.wav,0,0.028707689168501874,0.578949,0.12244897959183673,0.16943343,0.5207784113714786
all_another_words_sounds\ja-JP_これは美味しいですね_ja-JP_EmiV3Voice.wav,0,0.020074150380420586,0.66711426,0.28495297805642633,0.14168327,0.6060792498608476
all_sounds\en-US_Hi_en-US_EmmaExpressive.wav,1,0.005917220161511348,0.5299988,0.17833533653846154,0.07692347,0.30914520937254064
all_another_words_sounds\en-GB_The match was thrilling._en-GB_CharlotteV3Voice.wav,0,0.005009224963824127,0.35638428,0.30027218290691343,0.07077588,0.6058756667367986
all_sounds\en-US_Howdy_en-US_AllisonV3Voice.wav,1,0.003684653105847804,0.43804932,0.1453524004085802,0.060701344,0.2624897898777295
all_another_words_sounds\en-US_I’m going for a run._en-US_KevinV3Voice.wav,0,0.006767289534859036,0.49780273,0.14130434782608695,0.08226354,0.41128857807777136
all_sounds\en-US_How’s it going__en-US_AllisonV3Voice.wav,1,0.00857617983708801,0.40615845,0.14560236511456023,0.09260767,0.4528723258857021
all_another_words_sounds\en-US_Are you ready for the meeting__en-US_MichaelVoice.wav,0,0.012211374136117788,0.6993408,0.07346153846153847,0.11050509,0.4777328917324062
all_sounds\fr-FR_Bonne nuit_fr-FR_ReneeVoice.wav,1,0.02634624395520511,0.6411133,0.0366918250431936,0.16231526,0.29697944556124595
all_sounds\fr-FR_Comment ça va__fr-FR_ReneeV3Voice.wav,1,0.009538044066170502,0.4567871,0.20320855614973263,0.09766291,0.41282647853419
all_sounds\it-IT_Salve_it-IT_FrancescaV2Voice.wav,1,0.003903744090687145,0.4055481,0.2892727272727273,0.06247995,0.31258852566340234
all_another_words_sounds\nl-NL_Ik heb koffie nodig. _nl-NL_MerelV3Voice.wav,0,0.010378914825187241,0.63272095,0.1390633608815427,0.10187696,0.640081324772325
all_sounds\en-US_How’s it going__en-US_AllisonExpressive.wav,1,0.01613579625668733,0.5516968,0.18970788043478262,0.12702675,0.4298650524670962
all_another_words_sounds\it-IT_Prendiamo un caffè_ _it-IT_FrancescaVoice.wav,0,0.014965886962613964,0.8102722,0.18128670031935717,0.12233514,0.7138005303437713
all_another_words_sounds\nl-NL_Ik ga naar de supermarkt._nl-NL_MerelV3Voice.wav,0,0.008394389363078328,0.4800415,0.16036363636363637,0.0916209,0.6181310136251299
all_another_words_sounds\en-AU_I'm heading to the beach._en-AU_JackExpressive.wav,0,0.034248025329024705,0.91763306,0.1851128472222222,0.18506221,0.5129068754290803
all_sounds\en-US_What’s up__en-US_KevinV3Voice.wav,1,0.0016854157714175238,0.28671265,0.20470974808324205,0.041053817,0.193723448440509
all_another_words_sounds\fr-CA_Le souper est prêt._fr-CA_LouiseV3Voice.wav,0,0.0038436182378011456,0.40930176,0.23720095693779905,0.061996922,0.4727392738320384
all_another_words_sounds\en-GB_I'm heading to the pub._en-GB_JamesV3Voice.wav,0,0.002913290919900189,0.39846802,0.1121790423317141,0.053974908,0.4226390442672069
all_sounds\de-DE_Hallo_de-DE_BirgitV2Voice.wav,1,0.010018536701143945,0.58374023,0.1658835546475996,0.10009264,0.25584427923342923
all_another_words_sounds\en-US_Have you seen the latest movie__en-US_KevinV3Voice.wav,0,0.0046573966652244244,0.40246582,0.19375624375624376,0.06824512,0.596950007406898
all_another_words_sounds\de-DE_Das Wetter ist fantastisch._de-DE_BirgitVoice.wav,0,0.010678905207850017,0.71380615,0.3149750608978077,0.103338785,0.7694290999038228
all_another_words_sounds\en-US_What's for dinner tonight__en-US_AllisonExpressive.wav,0,0.01681904155429047,0.5565491,0.24829826732673269,0.12968825,0.547567173998563
all_sounds\en-US_How’s it going__en-US_MichaelExpressive.wav,1,0.01348990633867789,0.561676,0.10343070652173914,0.11614606,0.40387583009790856
all_sounds\de-DE_Guten Abend_de-DE_BirgitV3Voice.wav,1,0.00894127410910517,0.4664917,0.1733715103793844,0.09455831,0.38951614035576976
all_another_words_sounds\es-US_Estoy leyendo un buen libro. _es-US_SofiaVoice.wav,0,0.027207449455033283,0.8184204,0.09546074011950938,0.16494681,0.8268578359180799
all_sounds\en-US_Hello_en-US_AllisonV2Voice.wav,1,0.005416143316971629,0.36428833,0.15492822966507178,0.07359445,0.29401342276326475
all_sounds\it-IT_Come stai__it-IT_FrancescaVoice.wav,1,0.012920440452272471,0.66519165,0.1737519646733029,0.113668114,0.3451282012534407
all_sounds\fr-FR_Comment allez-vous__fr-FR_NicolasV3Voice.wav,1,0.00966366491924066,0.63479614,0.11990493166963755,0.098303944,0.72369792726652
all_sounds\en-US_Good morning_en-US_LisaExpressive.wav,1,0.04111467874967135,0.91430664,0.0811298076923077,0.20276755,0.34064344419270176
all_sounds\de-DE_Servus_de-DE_ErikaV3Voice.wav,1,0.0055756297256007335,0.50009155,0.43053030303030304,0.07467014,0.3476253823754505
all_sounds\pt-BR_Bom dia_pt-BR_IsabelaV3Voice.wav,1,0.007663168473677201,0.48132324,0.04571969696969697,0.087539524,0.3517478126577638
all_another_words_sounds\it-IT_Che tempo fa oggi_ _it-IT_FrancescaV2Voice.wav,0,0.005376902707631874,0.3677063,0.17850729517396183,0.07332737,0.6109698315607089
all_sounds\de-DE_Hi_de-DE_DieterV3Voice.wav,1,0.0016505100200702619,0.20263672,0.16006493506493508,0.04062647,0.1892907454645693
all_another_words_sounds\de-DE_Was gibt's zum Abendessen__de-DE_DieterV2Voice.wav,0,0.004640419990434242,0.6116028,0.3777010947168015,0.06812063,0.8073690422407672
all_sounds\de-DE_Wie geht’s__de-DE_DieterV3Voice.wav,1,0.002199396782049828,0.25595093,0.3300925925925926,0.046897728,0.3466350475064863
all_sounds\it-IT_Come stai__it-IT_FrancescaV2Voice.wav,1,0.005282598701482979,0.3737793,0.22583527583527582,0.07268149,0.36273231865870265
all_another_words_sounds\de-DE_Wie war dein Tag_ _de-DE_ErikaV3Voice.wav,0,0.007333277692698469,0.5780029,0.22152777777777777,0.08563456,0.4428258327859721
all_another_words_sounds\ja-JP_映画を見に行こう_ja-JP_EmiVoice.wav,0,0.06704837504095675,0.84747314,0.08143294014853648,0.258937,0.5356031293404468
all_another_words_sounds\es-US_El clima está perfecto._es-US_SofiaVoice.wav,0,0.017061347753126562,0.776001,0.16544477559988688,0.1306191,0.7229926519402611
all_another_words_sounds\fr-FR_Je prépare le dîner ce soir._fr-FR_NicolasV3Voice.wav,0,0.008342301108620383,0.5307312,0.20654545454545453,0.0913362,0.7060106419252247
all_another_words_sounds\de-DE_Ich brauche einen Kaffee._de-DE_BirgitV3Voice.wav,0,0.00959206847989541,0.5404663,0.22186389029964448,0.097939104,0.7287690448239372
all_another_words_sounds\en-AU_That's a ripper!_en-AU_HeidiExpressive.wav,0,0.02387539545694987,0.92736816,0.20789930555555555,0.15451665,0.5059242474603345
all_sounds\es-US_Buenas tardes_es-US_SofiaVoice.wav,1,0.019849463885550818,0.73690796,0.23849688614789286,0.14088812,0.429915743949049
all_another_words_sounds\de-DE_Lass uns einen Spaziergang machen._de-DE_DieterV2Voice.wav,0,0.006277174080725451,0.83880615,0.28414186710150835,0.07922862,0.9027712601098044
all_another_words_sounds\de-DE_Ich brauche einen Kaffee._de-DE_DieterV3Voice.wav,0,0.005621832217659,0.68777466,0.19889647924330006,0.07497888,0.6992002200879993
all_another_words_sounds\en-GB_Let's have a chat._en-GB_KateVoice.wav,0,0.017310686772782788,0.99975586,0.1816650330801274,0.13157009,0.4499857676591948
all_another_words_sounds\en-US_The weather is amazing today._en-US_AllisonV2Voice.wav,0,0.00996693046509972,0.44232178,0.1799492385786802,0.09983452,0.7093648888113092
all_sounds\en-US_Hey_en-US_AllisonV3Voice.wav,1,0.0033023090820950276,0.26870728,0.16687565308254965,0.05746572,0.26978180251252154
all_sounds\fr-FR_Coucou_fr-FR_ReneeVoice.wav,1,0.002800662589506843,0.38180542,0.11518089146512092,0.052921288,0.2612029133502272
all_another_words_sounds\en-AU_It's a scorcher outside._en-AU_HeidiExpressive.wav,0,0.03670191284794135,0.92526245,0.4248636744966443,0.19157743,0.877265424558651
all_another_words_sounds\es-US_Cómo estuvo tu día__es-US_SofiaVoice.wav,0,0.01914024749565521,0.67245483,0.12133575883575884,0.13834828,0.6298922451096661
all_sounds\en-US_Yo_en-US_MichaelExpressive.wav,1,0.016365317197946403,0.5863037,0.06775841346153846,0.127927,0.281459365840496
all_another_words_sounds\es-US_Viste la película__es-US_SofiaVoice.wav,0,0.01604355661230962,0.7689209,0.09227887278058315,0.12666316,0.6066123576757645
all_another_words_sounds\fr-CA_J'ai fait une promenade hier soir._fr-CA_LouiseV3Voice.wav,0,0.008759236417237163,0.48046875,0.21715652768284346,0.09359079,0.9266874402875409
all_sounds\nl-NL_Hoi_nl-NL_MerelV3Voice.wav,1,0.018804716630415483,0.5586548,0.05281818181818182,0.13713029,0.2518268711913332
all_another_words_sounds\en-AU_How's the weather today__en-AU_JackExpressive.wav,0,0.03678424261054214,0.939209,0.2246890943877551,0.19179219,0.4956359053823021
all_sounds\en-GB_Good afternoon_en-GB_KateVoice.wav,1,0.03595486794905672,0.99975586,0.07546266751754946,0.18961768,0.44262136633506427
all_sounds\en-US_Good morning_en-US_EmmaExpressive.wav,1,0.009318147512043224,0.39297485,0.08295036764705882,0.09653056,0.3657215754153651
all_sounds\de-DE_Guten Abend_de-DE_DieterV2Voice.wav,1,0.004036411139232426,0.4987793,0.17272727272727273,0.063532755,0.41219739245293224
all_another_words_sounds\pt-BR_Está muito quente hoje._pt-BR_IsabelaVoice.wav,0,0.01367958615719225,0.71432495,0.15655744905130006,0.116959766,0.7329548535607285
all_another_words_sounds\en-US_What's for dinner tonight__en-US_EmilyV3Voice.wav,0,0.00516441506045295,0.42053223,0.20928853754940713,0.07186387,0.49294255533320647
all_another_words_sounds\fr-FR_Le match était intense. _fr-FR_NicolasV3Voice.wav,0,0.006503309362074908,0.5246887,0.24962566844919787,0.0806431,0.4497059214741968
all_sounds\en-GB_Good afternoon_en-GB_CharlotteV3Voice.wav,1,0.006616931081509913,0.43389893,0.20509348807221148,0.08134452,0.4883497560210188
all_sounds\de-DE_Guten Nacht_de-DE_BirgitV3Voice.wav,1,0.00837509762873603,0.55319214,0.18178061607813675,0.09151556,0.30379348681375795
all_another_words_sounds\pt-BR_O jogo foi emocionante._pt-BR_IsabelaV3Voice.wav,0,0.010846765691583807,0.45932007,0.1855785123966942,0.10414781,0.8425435624145957
all_another_words_sounds\en-GB_Let's have a chat._en-GB_JamesV3Voice.wav,0,0.0024550928388323103,0.39437866,0.23194805194805196,0.049548894,0.445594871095069
all_sounds\pt-BR_E aí__pt-BR_IsabelaVoice.wav,1,0.02461586404848627,0.8206177,0.03916061681945843,0.15689443,0.18777356269572604
all_another_words_sounds\en-AU_Can you pass the Vegemite__en-AU_HeidiExpressive.wav,0,0.026752054691314697,0.9512024,0.29791259765625,0.16356055,0.7269531675869731
all_another_words_sounds\en-GB_The train was late again._en-GB_KateVoice.wav,0,0.025424100667841565,0.98657227,0.12610784588114562,0.15944937,0.7367409511355987
all_sounds\de-DE_Hallo_de-DE_ErikaV3Voice.wav,1,0.007521660470076903,0.5201721,0.21573802541544476,0.08672751,0.2963242853780348
all_another_words_sounds\en-US_I need a coffee break._en-US_EmilyV3Voice.wav,0,0.009547258959270112,0.7043457,0.16670680313064418,0.09771007,0.4337212071711129
all_sounds\de-DE_Guten Abend_de-DE_DieterV3Voice.wav,1,0.004078824210220669,0.45715332,0.16615326821938392,0.06386567,0.40791852448623017
all_another_words_sounds\ja-JP_明日は休みですか__ja-JP_EmiVoice.wav,0,0.029690513718948285,0.83792114,0.351465904245981,0.17230935,0.6124289207416516
all_another_words_sounds\es-US_Vamos a cenar fuera._es-US_SofiaVoice.wav,0,0.023627857061367254,0.65823364,0.18135241276576536,0.15371355,0.712941252674541
all_another_words_sounds\en-US_I need a coffee break._en-US_LisaExpressive.wav,0,0.02918875217437744,0.9279175,0.15656960227272726,0.17084716,0.5371799710818344
all_sounds\en-AU_How’s it going__en-AU_HeidiExpressive.wav,1,0.03298679778450414,0.9295654,0.1924342105263158,0.18162268,0.3925655325109021
all_another_words_sounds\de-DE_Das Wetter ist fantastisch._de-DE_ErikaV3Voice.wav,0,0.005810523095068993,0.45013428,0.4651731601731602,0.076226786,0.8144176884150562
all_another_words_sounds\fr-FR_J'ai besoin d'un café._fr-FR_ReneeV3Voice.wav,0,0.011129689671508926,0.43341064,0.19219977553310888,0.105497345,0.5173083043889289
all_sounds\fr-FR_Ça va__fr-FR_ReneeV3Voice.wav,1,0.004807064145110374,0.41470337,0.3144820295983087,0.069332995,0.28016022661018153
all_sounds\it-IT_Buongiorno_it-IT_FrancescaV3Voice.wav,1,0.005516888912695173,0.3638916,0.089226914817466,0.07427576,0.4008056638876804
all_another_words_sounds\pt-BR_O jogo foi emocionante._pt-BR_IsabelaVoice.wav,0,0.014864719979971094,0.64590454,0.177698332334525,0.12192096,0.8366835515513276
all_sounds\en-AU_How are ya__en-AU_HeidiExpressive.wav,1,0.04714995711597044,0.92355347,0.12406716417910447,0.2171404,0.341930305835524
all_another_words_sounds\es-US_Necesito un café. _es-US_SofiaVoice.wav,0,0.013332855888071687,0.58029175,0.22346075123084583,0.11546799,0.5566187638778797
all_sounds\en-US_Howdy_en-US_AllisonExpressive.wav,1,0.008284366918060015,0.36886597,0.14143573113207547,0.0910185,0.27905285572647837
all_another_words_sounds\fr-FR_Je vais faire du shopping._fr-FR_ReneeV3Voice.wav,0,0.008264378594505127,0.4647827,0.19391327063740857,0.09090863,0.5967939725934324
